STATE,YEAR,MONTH_NAME,EVENT_TYPE
"WISCONSIN",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Tornado"
"WISCONSIN",1994,"May","Thunderstorm Wind"
"WISCONSIN",1994,"May","Hail"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Hail"
"NORTH DAKOTA",1994,"May","Hail"
"NORTH DAKOTA",1994,"September","Hail"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"May","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Hail"
"OHIO",1994,"September","Thunderstorm Wind"
"OHIO",1994,"April","Hail"
"WYOMING",1994,"May","Thunderstorm Wind"
"WYOMING",1994,"June","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Tornado"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"June","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"October","Hail"
"OKLAHOMA",1994,"October","Hail"
"NEW JERSEY",1994,"June","Thunderstorm Wind"
"NEW JERSEY",1994,"July","Thunderstorm Wind"
"NEW JERSEY",1994,"July","Hail"
"NEW JERSEY",1994,"July","Thunderstorm Wind"
"NEW JERSEY",1994,"July","Hail"
"VERMONT",1994,"July","Thunderstorm Wind"
"VERMONT",1994,"July","Hail"
"VERMONT",1994,"July","Thunderstorm Wind"
"VERMONT",1994,"August","Thunderstorm Wind"
"VERMONT",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"June","Tornado"
"SOUTH DAKOTA",1994,"June","Hail"
"SOUTH DAKOTA",1994,"July","Tornado"
"NEW MEXICO",1994,"May","Hail"
"NEW MEXICO",1994,"May","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Tornado"
"NEW MEXICO",1994,"May","Hail"
"NEW MEXICO",1994,"July","Tornado"
"NEW MEXICO",1994,"May","Hail"
"NEW MEXICO",1994,"May","Hail"
"NEW MEXICO",1994,"June","Hail"
"NEW MEXICO",1994,"July","Hail"
"NEW JERSEY",1994,"June","Thunderstorm Wind"
"NORTH CAROLINA",1994,"January","Thunderstorm Wind"
"NORTH CAROLINA",1994,"August","Hail"
"NORTH CAROLINA",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"May","Thunderstorm Wind"
"PENNSYLVANIA",1994,"May","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Hail"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"April","Hail"
"TENNESSEE",1994,"April","Hail"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"TENNESSEE",1994,"June","Hail"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"August","Thunderstorm Wind"
"TENNESSEE",1994,"July","Hail"
"OKLAHOMA",1994,"March","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"July","Hail"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Hail"
"OHIO",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"TEXAS",1994,"January","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Hail"
"OHIO",1994,"June","Hail"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Hail"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"May","Hail"
"WISCONSIN",1994,"June","Tornado"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"May","Thunderstorm Wind"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Tornado"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Thunderstorm Wind"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"September","Hail"
"TEXAS",1994,"November","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Hail"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"June","Hail"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"January","Hail"
"NEW JERSEY",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"May","Hail"
"WISCONSIN",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"WYOMING",1994,"July","Hail"
"WYOMING",1994,"June","Thunderstorm Wind"
"WYOMING",1994,"June","Thunderstorm Wind"
"WYOMING",1994,"July","Hail"
"NORTH CAROLINA",1994,"July","Thunderstorm Wind"
"NORTH CAROLINA",1994,"July","Thunderstorm Wind"
"NORTH CAROLINA",1994,"September","Tornado"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Hail"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"June","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"July","Hail"
"SOUTH DAKOTA",1994,"July","Tornado"
"SOUTH DAKOTA",1994,"July","Hail"
"SOUTH DAKOTA",1994,"July","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"June","Thunderstorm Wind"
"TENNESSEE",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"October","Tornado"
"TEXAS",1994,"October","Thunderstorm Wind"
"NEW JERSEY",1994,"July","Thunderstorm Wind"
"NEW JERSEY",1994,"July","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"August","Hail"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"April","Hail"
"OHIO",1994,"May","Hail"
"OHIO",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Tornado"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"WISCONSIN",1994,"July","Tornado"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Tornado"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Tornado"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Hail"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Hail"
"OHIO",1994,"August","Hail"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"July","Thunderstorm Wind"
"OHIO",1994,"April","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"April","Hail"
"OHIO",1994,"April","Hail"
"OHIO",1994,"April","Thunderstorm Wind"
"OHIO",1994,"April","Hail"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"VERMONT",1994,"April","Thunderstorm Wind"
"WISCONSIN",1994,"September","Hail"
"WEST VIRGINIA",1994,"July","Thunderstorm Wind"
"WEST VIRGINIA",1994,"August","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Hail"
"WEST VIRGINIA",1994,"June","Hail"
"ARIZONA",1994,"June","Hail"
"WISCONSIN",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"April","Tornado"
"WISCONSIN",1994,"July","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"WEST VIRGINIA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Thunderstorm Wind"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"WYOMING",1994,"July","Tornado"
"WYOMING",1994,"July","Hail"
"WYOMING",1994,"July","Thunderstorm Wind"
"WYOMING",1994,"July","Thunderstorm Wind"
"WYOMING",1994,"July","Thunderstorm Wind"
"WYOMING",1994,"July","Hail"
"WYOMING",1994,"July","Hail"
"WEST VIRGINIA",1994,"July","Thunderstorm Wind"
"WEST VIRGINIA",1994,"July","Thunderstorm Wind"
"WEST VIRGINIA",1994,"July","Hail"
"NORTH CAROLINA",1994,"July","Thunderstorm Wind"
"NORTH CAROLINA",1994,"May","Thunderstorm Wind"
"OHIO",1994,"September","Thunderstorm Wind"
"TENNESSEE",1994,"June","Hail"
"TENNESSEE",1994,"April","Hail"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"May","Hail"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"February","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"November","Tornado"
"TEXAS",1994,"November","Tornado"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"November","Hail"
"TEXAS",1994,"November","Hail"
"TEXAS",1994,"November","Thunderstorm Wind"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"NORTH CAROLINA",1994,"May","Thunderstorm Wind"
"NEW JERSEY",1994,"September","Thunderstorm Wind"
"NEW JERSEY",1994,"November","Thunderstorm Wind"
"NEW JERSEY",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"October","Hail"
"VERMONT",1994,"April","Thunderstorm Wind"
"VERMONT",1994,"April","Hail"
"VERMONT",1994,"July","Thunderstorm Wind"
"WYOMING",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"August","Thunderstorm Wind"
"NEBRASKA",1994,"June","Hail"
"NEBRASKA",1994,"July","Hail"
"NEBRASKA",1994,"July","Tornado"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Hail"
"NEBRASKA",1994,"August","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"November","Hail"
"WEST VIRGINIA",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NORTH CAROLINA",1994,"July","Thunderstorm Wind"
"NORTH CAROLINA",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"March","Hail"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"August","Thunderstorm Wind"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"TENNESSEE",1994,"June","Hail"
"TENNESSEE",1994,"June","Hail"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"NORTH CAROLINA",1994,"September","Hail"
"NORTH CAROLINA",1994,"September","Thunderstorm Wind"
"OKLAHOMA",1994,"January","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Thunderstorm Wind"
"OKLAHOMA",1994,"April","Hail"
"PENNSYLVANIA",1994,"April","Hail"
"PENNSYLVANIA",1994,"April","Thunderstorm Wind"
"PENNSYLVANIA",1994,"April","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"MISSOURI",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"August","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"February","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"October","Hail"
"NEBRASKA",1994,"September","Hail"
"MONTANA",1994,"June","Thunderstorm Wind"
"MONTANA",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"September","Hail"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"April","Tornado"
"VERMONT",1994,"June","Thunderstorm Wind"
"VERMONT",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Hail"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Hail"
"OHIO",1994,"July","Hail"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Hail"
"WEST VIRGINIA",1994,"August","Thunderstorm Wind"
"WEST VIRGINIA",1994,"September","Hail"
"WISCONSIN",1994,"April","Tornado"
"WISCONSIN",1994,"June","Tornado"
"WISCONSIN",1994,"June","Hail"
"WISCONSIN",1994,"June","Hail"
"WISCONSIN",1994,"July","Tornado"
"TENNESSEE",1994,"February","Thunderstorm Wind"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"TENNESSEE",1994,"April","Hail"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"April","Hail"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TENNESSEE",1994,"July","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"NORTH CAROLINA",1994,"May","Hail"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"WISCONSIN",1994,"September","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Hail"
"PENNSYLVANIA",1994,"April","Thunderstorm Wind"
"PENNSYLVANIA",1994,"May","Thunderstorm Wind"
"PENNSYLVANIA",1994,"May","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Hail"
"PENNSYLVANIA",1994,"June","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Tornado"
"SOUTH DAKOTA",1994,"June","Hail"
"SOUTH DAKOTA",1994,"June","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Hail"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Hail"
"NEW YORK",1994,"July","Hail"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"August","Thunderstorm Wind"
"UTAH",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"May","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
